Token;Label;accord
honnos;;
"
";;
parlas;;
pour;;
teutss;PER;PER
las;PER;PER
peines;PER;PER
0;;
st;MISC;MISC
tu;MISC;MISC
prlers;MISC;MISC
fisu;MISC;MISC
"
";MISC;MISC
aveus;MISC;MISC
lul;MISC;MISC
.;;
"
";;
.;;
I;;
aur6;PER;PER
t;PER;PER
dtner;PER;PER
Nannette;LOC;LOC
h;;
sa;;
table;;
0;;
et;;
la;;
"
";;
ramena;;
la;;
oir;;
 ;;
su;;
ttre;;
.;;
"
";;
iiiips;;
ion;;
Msraass;;
0;;
dhs;ORG;ORG
"
";;
notes;;
milleu;;
0;;
d;;
touver;;
uno;ORG;ORG
plee;ORG;ORG
tout;;
ps;ORG;ORG
de;;
"
";;
i;PER;PER
i;PER;PER
s;;
ge;;
s;;
nsui;;
inon;;
tt;;
"
 ";;
oli;ORG;ORG
0;;
ean;ORG;ORG
0;;
at;;
dls;;
l;;
sempd;;
msinte-;;
"
";;
nant;;
";";;
jo;;
vous;;
premets;;
qolle;;
asor;PER;PER
bien;;
raison-;;
"
";;
hntble;PER;PER
.;;
"
";;
LL;ORG;ORG
Nunnette;ORG;ORG
0;;
neus;PER;PER
ions;;
demain;;
ches;;
me;;
bDu-;;
"
";;
oatpurssiir;;
e;;
 ;;
easeheeg-;;
";";;
0;;
";";;
"
 ";;
in;;
gs;;
0;;
l;;
eoi;ORG;ORG
s;;
ta;;
a;;
ouMii;PER;PER
"
";;
ee;;
u';;
elle;;
a;;
falt;;
pour;;
nous;;
.;;
"
";;
LL;MISC;MISC
Ma;MISC;MISC
mbro;;
0;;
je;;
vuis;PER;PER
mener;;
netre;PER;PER
vche;PER;PER
atx;PER;PER
"
";PER;PER
chatmhps;PER;PER
0;;
gt;MISC;MISC
the;MISC;MISC
remettra;;
un;;
peu;;
.;;
"
";;
Mme;PER;PER
fsara;PER;PER
aareseo;PER;PER
1aenfatt;;
sfmple;;
de;;
atins;LOC;LOC
.;;
"
";;
IL9;MISC;MISC
lendemain;;
0;;
aprhs;PER;PER
midi;PER;PER
0;;
Jeanne;PER;PER
et;;
Nannette;PER;PER
"
";PER;PER
habillrent;PER;PER
0;;
ainsi;;
que;;
Iouis;LOC;LOC
0;;
ot;;
elles;;
allbrent;;
"
";;
ohes;;
Mme;PER;PER
Dumont;PER;PER
.;;
"
";;
Mme;PER;PER
lssure;PER;PER
etait;;
dans;;
le;;
jardin;;
0;;
et;;
avait;;
une;;
"
";;
harerouge;;
is;;
eseurut;;
 ;;
ele;;
0;;
 ;;
lsi;PER;PER
aeee;PER;PER
"
";;
i;;
tautourdu;;
aoorps;;
aee;;
u;PER;PER
jeie;PER;PER
bruynte;PER;PER
"
 ";PER;PER
eusesl;PER;PER
0;;
ma;;
ehere;;
damo;;
0;;
di;PER;PER
lenn;PER;PER
0;;
il;;
ne;;
"
";;
sait;;
pas;;
oe;;
qu';;
il;;
fait;;
.;;
JYK;PER;PER
LUV;PER;PER
.;;
"
";;
t80;LOC;LOC
"
";LOC;LOC
0;;
PauvI;;
petit;;
0;;
dit;;
lme;PER;PER
Iasuure;PER;PER
en;;
lo;PER;PER
prenunt;PER;PER
"
";;
dana;;
ss;;
bras;;
0;;
mme;PER;PER
il;PER;PER
st;PER;PER
houl;PER;PER
"
";;
llas;;
li;PER;PER
flt;PER;PER
oueillir;PER;PER
un;;
ahriaot;;
0;;
lsns;PER;PER
lsqual;PER;PER
il;;
"
";;
mordit;;
avaea;;
avidit6;;
";";;
puis;;
il;;
appola;MISC;MISC
su;;
mbr;ORG;ORG
aet;;
sa;;
"
";;
eusr;;
ll;;
lsur;;
on;;
fim;;
Anger;;
.;;
"
";;
a;;
Il;;
est;;
d';;
un;;
gran;;
sur;;
0;;
madme;;
0;;
dit;;
Nan-;LOC;LOC
"
";;
nstto;;
";";;
sil;;
a;;
qelue;;
ehos;;
da;;
bon;;
0;;
il;;
fut;;
quo;;
tout;;
"
";;
la;;
monde;;
y;;
goht;PER;PER
.;;
"
";;
Mme;PER;PER
lsaure;PER;PER
le;;
mana;;
dans;;
sa;;
ehambre;;
0;;
lui;;
donnu;;
"
";;
des;;
jousets;;
at;;
lembrsasa;;
plusiours;;
fois;;
0;;
ear;;
il;;
6tait;;
"
";;
vaiment;;
ebarmant;;
";";;
il;;
l;;
rogarda;;
longtens;;
0;;
pis;;
"
";;
il;;
so;;
jeta;;
dans;;
ses;;
bras;;
et;;
plura;;
sur;;
son;;
6puulo;;
";";;
"
";;
ell;ORG;ORG
ns;;
voulut;;
pas;;
quon;;
le;;
d6rangeAt;LOC;LOC
0;;
et;;
il;;
s';;
en-;;
"
";;
dormit;;
.;;
"
";;
a;;
Veux;MISC;MISC
0;MISC;MISC
tu;MISC;MISC
venir;MISC;MISC
demseurer;MISC;MISC
avee;MISC;MISC
moi;MISC;MISC
0;;
Nannottat;PER;PER
"
";;
-Oui;;
0;;
madams;LOC;LOC
0;;
joen;PER;PER
serai;PER;PER
bion;PER;PER
eontente;PER;PER
.;;
"
";;
0;;
Bais;;
t;;
dis;;
csela;;
en;;
pleurant;;
0;;
moen;PER;PER
oenfant;PER;PER
";";;
"
";;
je;;
ne;;
veux;;
pas;;
te;;
contrariar;;
";";;
si;;
tu;;
ne;;
peix;;
pas;;
ty;;
"
";;
d6ider;;
0;;
n';;
en;;
parlens;LOC;LOC
plus;;
"
";;
0;;
Mon;;
ieul;;
madame;;
0;;
dit;;
leanne;;
0;;
nous;;
ne;;
"
";;
ous;;
aommes;;
jamais;;
asfpaees;;
0;;
et;;
il;;
ne;;
serait;;
pas;;
"
";;
naturel;;
qu';;
ell;ORG;ORG
mquittAt;LOC;LOC
la;;
maison;;
sans;;
chagrin;;
";";;
"
";;
mais;;
0;;
je;;
vens;;
lassusre;;
0;;
elle;;
yiant;;
de;;
honne;;
vo-;;
"
";;
lont6;;
";";;
vous;;
sves;;
bien;;
e;;
je;;
ne;;
voudrais;;
paeas;;
la;;
"
";;
centaindo;;
.;;
Quand;;
desires;LOC;LOC
0;LOC;LOC
us;LOC;LOC
quelle;;
atre;;
h;;
"
";;
votre;;
servict;PER;PER
"
";PER;PER
0;;
Quand;;
cela;;
tarrangera;;
0;;
eanne;;
.;;
"
";;
--;;
Alors;;
0;;
madams;ORG;ORG
0;;
si;;
vau;PER;PER
e;PER;PER
gus;PER;PER
fehg;PER;PER
pas;;
0;;
"
";;
elle;;
restera;;
chez;;
nous;;
jusquaprs;;
la;;
moisso;LOC;LOC
.;;
Jai;;
"
";;
4t6;;
demande;;
pour;;
faire;;
le;;
pain;;
et;;
las;;
suisine;;
aux;;
"
";;
eisaunears;;
de;;
la;;
Trehandsia;MISC;MISC
";";;
jo;PER;PER
odrjs;PER;PER
bien;;
"
";;
nepas;PER;PER
psrdre;PER;PER
stts;PER;PER
ocaasion;PER;PER
de;;
gger;;
n;;
pet;;
d';;
ar-0UAYTRIH;;
PATIR;;
.;;
"
";;
10;;
"
";;
ent;;
.;;
Nanasette;PER;PER
grea;PER;PER
ses;;
ftsee;;
stes;;
" 
";;
a;;
ion;;
iiAni;;
ee;;
ee;;
"
";;
ain;;
-il;;
queie;;
ripaws;;
 ;;
tussihsuss;;
u;;
"
";;
P;;
0;;
0;;
snns;PER;PER
0;;
t;;
ws;;
w;;
uer;;
 ;;
as;;
tiera;;
.;;
"
";;
--ls;;
n;;
peux;;
pas;;
fir;;
uutrement;;
";";;
les;;
efte;;
"
";;
asont;;
trap;;
jeunaa;;
our;;
los;;
laissar;;
aouoher;;
ssuls;;
 ;;
la;;
"
";;
Iuui80tl;LOC;LOC
.;;
"
";;
LL;MISC;MISC
No;MISC;MISC
tan;MISC;MISC
inquiit;;
pas;;
";";;
notre;;
vieille;;
bnne;;
iu;;
"
";;
eoueher;;
avee;;
Nunnotte;MISC;MISC
";";;
ot;;
toi;;
0;;
tu;;
ne;;
aeras;;
p;;
"
";;
obligto;;
de;;
faire;;
uno;PER;PER
lieuo;PER;PER
mutin;PER;PER
ot;PER;PER
soir;PER;PER
.;;
"
";;
a;;
wellle;;
honne;;
mne;;
souent;;
les;;
enfants;;
au;;
ohtean;ORG;ORG
.;;
"
";;
Pendant;;
l';;
ubseneo;;
de;;
lennne;;
0;;
qui;;
ne;;
revenaitque;;
"
";;
i;;
smi;;
su;;
ssir;LOC;LOC
0;;
la;;
visillo;;
bonne;;
0;;
qui;;
lavait;;
v;;
"
";;
iiii;;
d;;
dit;;
i;PER;PER
Fg;PER;PER
"
";;
iintius;;
an;;
huwu;;
.;;
seiiitwi-;;
"
";;
1;;
Nannette;LOC;LOC
avee;;
elle;;
0;;
tout;;
en;;
grdantlLouis;;
.;;
Los-;MISC;MISC
"
";;
iaainio;MISC;MISC
 ;;
sse;;
.;;
"
";;
i;;
sas;;
piss;;
at;;
ioulit;;
s;;
ee;;
sge;MISC;MISC
e-;MISC;MISC
"
";;
in;;
0;;
i;MISC;MISC
nenait;MISC;MISC
s;MISC;MISC
bll;MISC;MISC
bsses;MISC;MISC
"
";MISC;MISC
i;MISC;MISC
nisii;MISC;MISC
0;;
ain;PER;PER
us;PER;PER
ssee;PER;PER
main;;
aehe;;
.;;
ei;;
"
";;
nn;;
iiwn;;
iil;;
ne;;
eese;;
n;;
ii;;
"
";;
L;;
iirss;ORG;ORG
uwuelqo;;
ebl;;
.;;
Nunewehit;PER;PER
"
 ";PER;PER
iuu;PER;PER
re;PER;PER
d;PER;PER
s;;
mr;;
0;;
et;;
ell;PER;PER
Iui;PER;PER
dit;;
en;;
"
";;
la;;
quittant;;
tout;;
a;;
fait;;
:;;
"
";;
0;;
0;;
eandri;PER;PER
ous;PER;PER
oir;PER;PER
bien;;
aouset;;
0;;
m;;
ehare;;
"
";;
maman;;
.;;
"
";;
LL;MISC;MISC
j;MISC;MISC
llo;MISC;MISC
0;;
les;;
mattes;;
ne;;
se;;
soueient;;
gue;;
de;;
"
";;
ces;;
visites;;
0;;
la;;
";";;
viens;;
le;;
dimanehe;;
eulemet-;;
"
";;
in;;
cia;ORG;ORG
ion;;
 ;;
i;;
dalar;;
 ;;
iusae;;
:;;
eleJANB;;
VRUVR;MISC;MISC
0;;
"
";;
11;;
"
";;
anteprtt;PER;PER
dupprendre;PER;PER
quelqu;;
ohse;;
h;;
ason;;
petit;;
"
";;
lLouis;MISC;MISC
0;;
qui;;
pussait;;
das;;
heures;;
ntibrs;;
a;;
la;;
regr-;;
"
";;
dar;PER;PER
asans;PER;PER
rion;PER;PER
dire;PER;PER
0;;
klle;PER;PER
avuit;PER;PER
hien;PER;PER
de;;
la;;
pein;;
h;;
"
";;
ouptiver;;
son;;
uttontiaon;;
";";;
pourtant;;
0;;
quand;;
ollo;PER;PER
lo;PER;PER
t-;;
"
";;
nait;;
par;;
la;;
main;;
n;;
lui;;
ulressuant;;
la;;
parl;;
0;;
il;;
"
";;
semblait;;
la;;
mieux;;
comprondr;LOC;LOC
0;;
surtout;;
si;;
alle;LOC;LOC
lui;;
"
";;
parlait;;
das;;
anges;;
et;;
du;;
hon;;
Disu;;
0;;
at;;
il;;
revnait;;
"
";;
souvent;;
sur;;
c;PER;PER
asujet;PER;PER
.;;
ll;;
grandissuit;PER;PER
heueoup;PER;PER
oet;PER;PER
"
";;
promettait;;
de;;
devenir;;
fort;;
conme;;
son;;
pro;;
.;;
"
";;
Puul;PER;PER
dtait;;
toujours;;
mauvuis;PER;PER
pour;;
su;;
mbro;;
";";;
quel-;;
"
";;
quefois;;
pourtant;;
0;;
touch6;;
do;;
sa;;
doueeur;;
0;;
il;;
.;;
lui;;
di-;;
"
";;
sait;;
les;;
yeux;;
humides;;
:;;
"
";;
a;;
Que;;
vous;;
tes;;
done;;
bonne;;
0;;
ma;;
puauvre;;
mre;;
n;;
"
";;
Mais;;
ces;;
bons;;
moments;;
6taient;;
rares;;
et;;
duraient;;
"
";;
peu;;
.;;
Il;;
apprenait;;
bien;;
ce;;
quon;;
lui;;
montraiti;;
"
";;
lcole;;
0;;
et;;
0;;
do;;
ce;;
ctt6;;
du;;
moins;;
0;;
Jeanne;PER;PER
navait;;
"
";;
ps;PER;PER
i;PER;PER
se;;
plaindre;;
de;;
lui;;
.;;
"
";;
Jaanne;PER;PER
passe;;
une;;
manailse;;
ann8e;;
.;;
"
";;
Il;;
y;;
aeut;PER;PER
une;;
anee;;
pluieuse;;
:;;
lee;PER;PER
greie;PER;PER
mW;;
"
";;
rent;;
mal;;
et;;
les;;
fourrages;;
furent;;
de;;
mauvaise;;
qu-;;
"
";;
1u;;
.;;
ILspbre;PER;PER
Tiier;PER;PER
0;;
qui;;
avait;;
eoutume;;
de;;
veise;PER;PER
"
";PER;PER
ar;PER;PER
aouent;;
avee;PER;PER
leanne;PER;PER
0;;
6tit;;
mort;;
dans;;
lhiver;;
.;;
"
";;
L;;
cand;;
0;;
Bai;;
it;;
reste;;
a;;
Etienne;PER;PER
Durand;PER;PER
0;;
et;;
il;;
"
";;
fllut;;
que;;
Jeunne;PER;PER
payt;PER;PER
le;;
labourage;;
de;;
ses;;
teree;;
"
";;
alle;LOC;LOC
s;;
trouva;;
dans;;
une;;
grande;;
gne;;
";";;
mais;;
0;;
comme;;
"
";;
ii;MISC;MISC
na;MISC;MISC
o;MISC;MISC
paigait;MISC;MISC
ps;MISC;MISC
pesi;;
e;;
eutie;;
:;;
i;;
"
";;
y;;
a;;
uiai;PER;PER
i;PER;PER
aise;;
di;;
si;;
eir;PER;PER
dse;PER;PER
gee;;
"
";;
in;;
.;;
saashs;MISC;MISC
eute;MISC;MISC
pur;;
aeir;;
eee;;
e-e;;
"
";;
vais;;
furrage;MISC;MISC
ee;MISC;MISC
qui;;
ful;;
une;;
grane;;
perie;;
yeu;;
"
";;
alle;;
";";;
il;;
ne;;
lui;;
restait;;
pas;;
assez;;
davance;;
pour;;
en19a;;
"
";;
uMki;LOC;LOC
AIB;LOC;LOC
.;;
"
";;
aohater;PER;PER
un;;
uutr;;
0;;
par;;
0;;
la;;
hl6;LOC;LOC
6tant;;
eher;;
0;;
il;;
"
";;
fllai;PER;PER
grler;;
an;;
sngent;;
pur;;
e;;
aeis;;
.;;
lls;PER;PER
assit;;
"
";;
noplje;PER;PER
ls;PER;PER
ennis;PER;PER
ille;PER;PER
anit;PER;PER
ikee;PER;PER
dei;PER;PER
"
";PER;PER
sf;PER;PER
vugo;PER;PER
i;PER;PER
aehetsr;PER;PER
un;;
hn;;
psd;ORG;ORG
dent;;
ell;ORG;ORG
vnait;;
"
";;
d';;
aahovar;;
lo;;
paymwent;;
.;;
On;;
lui;;
oflrit;;
hien;;
des;;
ehsep-;;
"
";;
tala;;
";";;
mais;;
0;;
comme;;
lle;PER;PER
svaitquason;PER;PER
fourrag;PER;PER
6tait;;
"
";;
malaain;PER;PER
0;;
ello;PER;PER
ne;;
veulut;;
pas;;
riaquer;;
le;;
h6tail;;
quon;;
"
";;
lui;;
confimait;;
.;;
Ello;MISC;MISC
yaassu;;
un;;
hiver;;
difisils;;
at;;
plein;;
"
";;
de;;
privation;;
0;;
st;PER;PER
Paul;PER;PER
n;;
fut;;
pas;;
toujour;;
uaiaen-;;
"
";;
abhlo;LOC;LOC
";";;
il;;
murmurait;;
souvent;;
aontre;;
sua;;
tre;;
.;;
"
";;
Sylvin;PER;PER
eutun;PER;PER
congb;PER;PER
ds;PER;PER
huitjours;PER;PER
 ;;
psintts;;
"
";;
et;;
il;;
fut;;
trbs;;
0;;
eontent;;
de;;
revenir;;
chez;;
lui;;
.;;
Il;;
arais-;;
"
";;
sait;;
satifait;;
deo;;
asa;;
position;;
";";;
se;;
cumarales;;
se;;
mo-;;
"
";;
quaient;;
bien;;
un;;
peu;;
de;;
ses;;
ehemises;;
de;;
gee;;
"
";;
tioil;;
0;;
mai;;
il;;
ne;;
les;;
coutait;;
pas;;
:;;
et;;
0;;
eomme;;
il;;
6tit;;
"
";;
tryilleur;;
etrang6;MISC;MISC
0;;
on;;
patron;;
luimait;;
heauseu;;
"
";;
Ilsporta;LOC;LOC
s;;
nieruneieissntaine;;
feei;;
"
";;
nvait;;
gagn;;
dan;;
latude;;
0;;
e;;
il;;
lui;;
dit;;
qu';;
il;;
allait;;
"
";;
avoir;;
cinquante;;
franes;;
d';;
appointments;;
par;;
mois;;
.;;
"
 ";;
IJe;LOC;LOC
vais;;
etre;;
riche;;
0;;
ma;;
bonne;;
mbre;;
0;;
et;;
il;;
n';;
y;;
"
";;
aura;;
plus;;
ds;;
mauvals;;
hivers;;
pour;;
vos;;
.;;
"
";;
0;;
Mon;;
8ylvain;;
0;;
je;;
vas;;
tacheter;;
des;;
ohemises;;
"
";;
de;;
liedot;;
et;;
te;;
les;;
fire;;
tout;;
de;;
suite;;
.;;
"
";;
0;;
Non;;
0;;
ma;;
mre;;
0;;
eet;PER;PER
argent;;
0;;
lh;;
est;;
pou;;
vous;;
"
";;
avoir;;
une;;
vaehe;;
.;;
le;;
sais;;
ue;MISC;MISC
Nannette;MISC;MISC
va;;
vous;;
en;;
"
";;
apporter;;
autnt;PER;PER
au;;
moins;;
.;;
Nai;;
il;;
me;;
sehl;;
"
";;
al;;
0;;
qu';;
il;;
est;;
temps;;
de;;
quittsr;;
l';;
cele;;
0;;
at;;
queta;;
"
";;
peux;;
travailler;;
a;;
notre;;
bien;;
maintenant;;
.;;
"
";;
--;;
Moi;;
0;;
je;;
ne;;
veux;;
pas;;
te;;
laboureur;;
0;;
dit;;
Pul;PER;PER
";";;
"
";;
.;;
il;;
me;;
faut;;
n;;
6tat;;
ui;;
me;;
convienne;;
0;;
et;;
0;;
si;;
kon;;
"
";;
veut;;
me;;
mettre;;
hez;;
le;;
marhal;;
du;;
hourg;LOC;LOC
0;;
jo;PER;PER
veu;PER;PER
"
";PER;PER
hien;PER;PER
eemmeneer;PER;PER
a;;
travaillar;;
.;;
;;
y;;
vais;;
quelquefois3RANNR;;
VUVR;MISC;MISC
0;;
"
";;
19S;;
"
";;
antra;PER;PER
les;;
daux;;
olasses;;
0;;
ei;;
je;;
tiens;;
les;;
piads;;
des;;
"
";;
ehevaux;;
pendant;;
quil;;
les;;
fssra;;
";";;
il;;
dit;;
que;;
je;;
suis;;
"
";;
un;;
luron;;
0;;
et;;
quo;;
0;;
si;;
jo;PER;PER
vaux;PER;PER
travailler;;
dans;;
sa;;
hou-;;
"
";;
tiquo;;
0;;
il;;
me;;
prendr;;
aveo;;
plaisir;;
.;;
"
";;
0;;
Cs;;
nest;;
pourtant;;
pas;;
ruisonnable;PER;PER
0;;
Paul;PER;PER
0;;
dit;;
"
";;
as;;
mro;;
";";;
len;PER;PER
journees;PER;PER
me;;
ruinent;;
0;;
et;;
0;;
si;;
tu;;
tr-;;
"
";;
vaillas;;
pour;;
nous;;
0;;
jo;PER;PER
pourraia;PER;PER
tacheter;PER;PER
ce;;
dont;;
"
";;
t;;
as;;
hasoin;;
.;;
"
";;
0;;
Ie;;
vous;;
dis;;
queo;;
je;;
veux;;
etre;;
martehal;;
0;;
paou;;
"
";;
voir;;
du;;
pays;;
quand;;
j;;
srai;PER;PER
gruand;PER;PER
et;;
fair;;
mon;;
"
";;
tour;LOC;LOC
do;LOC;LOC
Franos;LOC;LOC
le;;
aaurai;;
bien;;
gagner;;
de;;
largnt;PER;PER
0;;
"
";;
soye;;
tranquillel;;
j;;
ne;;
vous;;
an;;
demanderai;;
jut-;;
"
";;
mais;;
.;;
"
";;
0;;
Il;;
fhaut;;
le;;
laisser;;
faire;;
.;;
Mon;;
Sylvain;MISC;MISC
0;;
veux;;
0;;
tu;;
"
";;
aller;;
t';;
arranger;;
aveo;;
le;;
pre;MISC;MISC
aurice;MISC;MISC
:;;
n;;
"
";;
Sylvain;PER;PER
flt;PER;PER
ce;;
que;;
lui;;
disait;;
sa;;
mbre;;
0;;
et;;
il;;
revnt;;
"
";;
dire;;
que;;
le;;
pbre;;
Maurice;PER;PER
0;;
le;;
mar6ehal;;
0;;
prendrait;;
"
";;
Paul;PER;PER
pour;;
deux;;
ans;;
de;;
son;;
temps;;
0;;
et;;
qu';;
il;;
lui;;
en;;
"
";;
avait;;
fhait;;
l';;
loge;;
.;;
"
";;
a;;
Tant;;
mieux;;
0;;
mon;;
gareon;;
.;;
Ainsi;;
0;;
Paul;PER;PER
0;;
tu;;
y;;
"
";;
entreras;;
h;;
la;;
fin;;
de;;
ton;;
mois;;
d';;
cole;;
.;;
n;;
"
";;
0n;;
retromve;PER;PER
Piarre;PER;PER
0;;
1s;PER;PER
frre;PER;PER
de;PER;PER
Claude;PER;PER
0;;
ui;;
s';;
etait;;
"
";;
perin;;
.;;
"
";;
Un;;
jour;;
que;;
leanne;LOC;LOC
filait;;
0;;
assise;;
dans;;
sa;;
galerie;;
0;;
"
";;
elle;;
vit;;
passer;;
larguerite;PER;PER
0;;
qui;;
courait;;
comimne;;
une;;
"
";;
folle;;
.;;
"
";;
a;;
Oii;PER;PER
vas;PER;PER
0;PER;PER
tu;PER;PER
si;;
vitet;PER;PER
lui;;
dit;;
-elle;;
.;;
"
";;
0;;
Je;;
eherohe;;
Pierre;;
0;;
le;;
frre;;
de;;
mon;;
homme;;
0;;
"
";;
qui;;
est;;
perdu;;
.;;
"
";;
Ieanne;LOC;LOC
ne;;
fitpas;;
grande;;
attantion;;
a;;
ce;;
que;;
MIar-1h;LOC;LOC
"
";;
ATWIBMK;MISC;MISC
HAHIN;MISC;MISC
.;;
"
";;
uerita;PER;PER
lui;;
disuait;;
0;;
pru;MISC;MISC
quvlla;MISC;MISC
la;;
eunuuiasuit;;
potuir;;
"
";;
uInu;MISC;MISC
tte-;;
veut6o;;
.;;
"
";;
Mauxs;PER;PER
iaurs;PER;PER
uprs;PER;PER
0;;
Murguerit;MISC;MISC
vint;;
lui;;
di;;
t';;
u;;
"
";;
air;;
ofri;;
quun;;
venuit;;
seulement;;
de;;
truver;PER;PER
Pierre;PER;PER
:;;
"
 ";;
Vins;;
done;;
le;;
voir;;
tout;;
de;;
suita;LOC;LOC
chez;;
nous;;
";";;
u;PER;PER
"
";PER;PER
annoe;PER;PER
";";;
il;;
st;LOC;LOC
eomnie;LOC;LOC
Iort;LOC;LOC
.;;
"
";;
0;;
i;;
l';;
u;;
-t;;
-on;;
done;;
truv6;LOC;LOC
t;LOC;LOC
"
";LOC;LOC
0;;
Duns;;
la;;
grunde;;
luzorne;;
d';;
Etianne;LOC;LOC
bburuand;;
.;;
sn;;
"
";;
leunno;;
suivit;;
Muarguerito;LOC;LOC
et;;
emnona;;
ouis;;
avee;;
"
";;
allo;;
.;;
Elle;;
trouvu;;
Piarra;LOC;LOC
dtandu;LOC;LOC
sur;;
un;;
lit;;
0;;
suns;;
"
";;
mouvenent;;
";";;
llo;PER;PER
lui;;
frottu;;
lus;;
teupes;MISC;MISC
aes;MISC;MISC
du;;
vi-;;
"
";;
nuiy;;
at;;
lui;;
en;;
tit;;
rospier;;
:;;
puis;;
elle;;
d6fit;;
su;;
es;;
"
";;
i;;
0;;
a;;
li;PER;PER
Iva;PER;PER
l;PER;PER
iisag;PER;PER
t;;
les;;
mine;;
ase;;
de;;
"
";;
Ieau;LOC;LOC
fruatehe;;
.;;
Il;;
ouvrit;;
les;;
yeux;;
son;;
pouls;;
tait;;
si;;
"
";;
ihlo;PER;PER
0;;
quon;PER;PER
le;;
sentait;;
i;;
peine;;
.;;
Jeinne;PER;PER
lui;;
dse-;;
"
";;
manda;;
;;
il;;
aouffeait;;
.;;
"
";;
a;;
l';;
ui;;
fuim;;
0;;
dit;;
-il;;
bien;;
buas;PER;PER
.;;
"
";;
0;;
Ls;PER;PER
mulheureuxl;PER;PER
s';;
eria;;
Claude;PER;PER
0;;
il;;
meurt;;
de;;
"
";;
faiml;PER;PER
n;;
"
";;
leuanne;;
lui;;
fit;;
boire;;
un;;
peu;;
de;;
vin;;
pour;;
lui;;
don-;;
"
";;
ner;ORG;ORG
des;;
forces;;
0;;
et;;
dit;;
qu';;
il;;
ne;;
fallait;;
pas;;
benueeup;;
"
";;
le;;
faire;;
muanger;;
0;;
puarce;LOC;LOC
que;;
e';PER;PER
etait;;
dangereux;;
0;;
et;;
"
";;
qu';;
on;;
allait;;
lui;;
fie.de;;
ln;;
seupe;;
e;;
le;;
"
";;
iiiiiaeii.iese;;
"
";;
--;;
Va;;
en;;
chercher;;
au;;
Grand-Bail;LOC;LOC
0;;
ils;;
ne;;
t';;
en;;
re-;;
"
";;
n.;;
 ;;
in;;
poi;PER;PER
Piemo;PER;PER
sa;;
eti;;
];;
"
";;
nall6;MISC;MISC
comme;;
ga;;
?;;
dit;;
0;;
lle;;
h;;
Claude;PER;PER
.;;
"
";;
in;;
iaasiveeeeAI;;
"
";;
a;;
l;;
ibe;ORG;ORG
depuis;;
plu;;
ds;MISC;MISC
s;;
s.;;
l;;
e;;
e-g;;
];;
"
";;
iiainnndai;;
ie;;
o;;
sle;;
];;
"
";;
ioy;;
eprir;;
sanpeevi;;
e;;
eseee;;
];;
"
";;
ni;;
0;;
n;;
";";;
r;;
il;;
quitia;;
sa;;
place;;
ds;PER;PER
eharrtier;PER;PER
av]IEAINE;;
VUVE;MISC;MISC
.;;
"
";;
18;;
"
";;
Ormaeuux;LOC;LOC
aet;;
san;;
vint;;
hea;;
nous;;
.;;
A;;
fareo;;
d'8tre;;
"
";;
tourment6;;
0;;
il;;
a;;
flni;;
par;;
faira;;
voir;;
ason;PER;PER
mal;;
.;;
Notre;;
"
";;
mbre;;
l';;
a;;
fait;;
rester;;
au;;
lit;;
et;;
la;;
gu6ri;;
.;;
Il;;
asast;LOC;LOC
en-;;
"
";;
core;;
plae6;;
au;;
moulin;;
du;;
bourg;;
";";;
en;;
mal;;
est;;
re-;;
"
";;
venu;;
aux;;
doux;;
jamhes;;
0;;
et;;
il;;
no;;
s';;
an;;
eat;;
pas;;
vuanti;;
.;;
"
";;
Mais;;
cetta;PER;PER
annee;PER;PER
0;;
un;;
pou;;
avant;;
lu;;
Suint;PER;PER
0;PER;PER
laenn;PER;PER
0;;
en;;
"
";;
ohargeant;;
sa;;
voituro;;
0;;
il;;
a;;
laisse;;
tombsr;;
un;;
poinel;;
"
";;
vide;;
sur;;
sajamhe;;
0;;
oet;PER;PER
il;;
y;;
a;;
fait;;
un;;
grand;;
trou;;
";";;
de-;;
"
";;
puis;;
ee;PER;PER
tomps;PER;PER
0;;
lh;;
0;;
il;;
ast;;
chez;;
nous;;
sns;ORG;ORG
travailler;;
.;;
"
";;
";";;
:;;
:;;
--;;
.;;
"
";;
comme;;
s';;
il;;
eit;ORG;ORG
fait;;
un;;
mauvais;;
coup;;
.;;
"
";;
0;;
Pourquoi;;
done;;
non;;
avoir;;
pus;;
purl6;PER;PER
 ;PER;PER
M.;PER;PER
le;;
"
";;
ur6f;MISC;MISC
"
";MISC;MISC
0;MISC;MISC
IDamel;MISC;MISC
il;;
ns;;
le;;
voulait;;
pas;;
.;;
"
";;
--;;
Etes;;
-vous;;
simple;;
aussi;;
0;;
vous;;
0;;
Claude;PER;PER
0;;
de;;
"
";;
lavoir;;
6oout6l;;
"
";;
0;;
Ce;;
nest;;
pas;;
tout;;
0;;
lennne;;
";";;
il;;
a;;
voulu;;
se;;
d6-;;
"
";;
truire;;
d6jh;;
deux;;
fois;;
0;;
paree;;
qu';;
il;;
s';;
imaginait;;
nous;;
"
";;
0tre;;
 ;;
charge;;
.;;
Je;;
l';;
en;;
ai;;
empeeh6;;
0;;
heureusement;;
0;;
"
 ";;
temps;;
";";;
mais;;
je;;
vois;;
bien;;
que;;
0;;
ecette;PER;PER
fois;;
0;;
il;;
vou-;;
"
";;
laitse;;
laisser;;
.;;
mouri;PER;PER
de;;
faim;;
.;;
"
";;
-Savez;;
-vous;;
0;;
Claude;PER;PER
0;;
que;;
c';;
et;;
